
ABB SCHWEIZ AG,158,143,90,650
MAKITA CORPORATION,148,142,95,620
"DELTA ELECTRONICS, INC.",144,142,98,592
MOTOROLA MOBILITY LLC,143,141,98,591
TRUIST BANK,142,141,99,591
SANDISK TECHNOLOGIES LLC,143,141,98,744
"ALIGN TECHNOLOGY, INC.",142,139,97,505
NOVATEK MICROELECTRONICS CORP.,139,136,97,481
"DELL PRODUCTS, LP",136,136,100,608
AKTIEBOLAGET SKF,140,134,95,623
LUMILEDS LLC,143,133,93,503
"ROCKWELL AUTOMATION TECHNOLOGIES, INC.",142,133,93,562
"YANGTZE MEMORY TECHNOLOGIES CO., LTD.",136,132,97,631
"HONOR DEVICE CO., LTD.",136,132,97,607
LENOVO (SINGAPORE) PTE. LTD.,147,132,89,605
"HITACHI ASTEMO, LTD.",138,131,94,681
ZF FRIEDRICHSHAFEN AG,152,130,85,584
"GLOBUS MEDICAL, INC.",137,130,94,622
ZEBRA TECHNOLOGIES CORPORATION,133,129,96,584
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.,128,128,100,509
LODESTAR LICENSING GROUP LLC,129,128,99,576
OMRON CORPORATION,137,126,91,717
"BECTON, DICKINSON AND COMPANY",127,125,98,565
"LEVEL 3 COMMUNICATIONS, LLC",134,125,93,421
COVIDIEN LP,147,125,85,610
DOLBY INTERNATIONAL AB,124,124,100,466
"SILICON MOTION, INC.",124,123,99,576
"HAIER US APPLIANCE SOLUTIONS, INC.",149,123,82,697
OSHKOSH CORPORATION,125,122,97,495
BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,124,122,98,653
"FUJI ELECTRIC CO., LTD.",130,122,93,673
JOHNSON CONTROLS TYCO IP HOLDINGS LLP,124,122,98,540
"BEIJING BYTEDANCE NETWORK TECHNOLOGY CO., LTD.",121,121,100,540
"SHENZHEN SHOKZ CO., LTD.",120,120,100,484
SIEMENS HEALTHCARE GMBH,122,120,98,607
ASUSTEK COMPUTER INC.,144,118,81,579
CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD.,120,118,98,559
MASTERCARD INTERNATIONAL INCORPORATED,122,118,96,568
KUBOTA CORPORATION,117,117,100,545
"AT&T INTELLECTUAL PROPERTY I, L.P.",273,117,42,601
"LARGAN PRECISION CO., LTD.",116,116,100,481
REALTEK SEMICONDUCTOR CORP.,120,116,96,659
SEAGATE TECHNOLOGY LLC,124,115,92,578
THE TORONTO-DOMINION BANK,114,114,100,543
ACER INCORPORATED,121,114,94,587
"BETA AIR, LLC",130,114,87,492
RAYTHEON COMPANY,117,113,96,637
HAMAMATSU PHOTONICS K.K.,116,113,97,506
"BEIJING ZITIAO NETWORK TECHNOLOGY CO., LTD.",114,113,99,420
MONOLITHIC 3D INC.,123,113,91,210
ARISTOCRAT TECHNOLOGIES AUSTRALIA PTY LIMITED,114,113,99,531
NOKIA   TECHNOLOGIES  OY,124,112,90,647
"BEIJING BAIDU NETCOM SCIENCE TECHNOLOGY CO., LTD.",384,112,29,672
"PAYPAL, INC.",111,111,100,597
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,129,110,85,585
LEMON INC.,109,109,100,606
CUMMINS INC.,115,109,94,574
CHEVRON PHILLIPS CHEMICAL COMPANY LP,110,109,99,423
VMWARE LLC,160,109,68,607
VISA  INTERNATIONAL  SERVICE  ASSOCIATION,108,108,100,547
"AUTONETWORKS TECHNOLOGIES, LTD",120,107,89,780
"MEDTRONIC, INC.",111,107,96,576
NIDEC CORPORATION,158,107,67,672
"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP., LTD.,",149,106,71,541
"SK TELECOM CO., LTD.",107,106,99,546
"DELL PRODUCTS, L.P.",108,106,98,556
"MACRONIX INTERNATIONAL CO., LTD.",107,104,97,646
MELLANOX TECHNOLOGIES LTD.,104,103,99,631
AISIN CORPORATION,127,103,81,644
"PALO ALTO NETWORKS, INC.",105,103,98,537
NIPPON STEEL CORPORATION,103,102,99,576
RESMED PTY LTD,110,102,92,462
ALLSTATE INSURANCE COMPANY,106,102,96,624
GE PRECISION HEALTHCARE LLC,109,102,93,651
"ALPS ALPINE CO., LTD.",105,101,96,601
XEROX CORPORATION,111,101,90,577
"CABLE TELEVISION LABORATORIES, INC.",105,101,96,550
"CHARTER COMMUNICATIONS OPERATING, LLC",100,99,99,554
"NETAPP, INC.",101,99,98,539
VESTAS WIND SYSTEMS A/S,103,98,95,583
GEOTAB INC.,102,98,96,375
DISH WIRELESS L.L.C.,98,98,100,557
GLOBALFOUNDRIES U.S. INC.,100,98,98,608
BAKER HUGHES OILFIELD OPERATIONS LLC,106,97,91,647
"SUMITOMO RUBBER INDUSTRIES, LTD.",135,97,71,623
CORETRONIC CORPORATION,104,97,93,542
"BLOCK, INC.",115,97,84,558
"ARISTA NETWORKS, INC.",103,97,94,574
"ILLUSCIO, INC.",96,96,100,229
EBAY INC.,105,96,91,522
ADEIA GUIDES INC.,95,95,100,583
GOODRICH CORPORATION,100,95,95,661
"XILINX, INC.",94,94,100,643
"WACOM CO., LTD.",94,94,100,452
EDWARDS LIFESCIENCES CORPORATION,96,94,97,586
FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,106,94,88,544
CHICAGO MERCANTILE EXCHANGE INC.,94,94,100,481
"SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.",95,94,98,599
KOHLER CO.,94,94,100,532
"WUHAN TIANMA MICRO-ELECTRONICS CO., LTD.",94,93,98,507
"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP., LTD.",107,93,86,525
WONDERLAND SWITZERLAND AG,94,93,98,576
"SHIN-ETSU CHEMICAL CO., LTD.",99,93,93,584
CIENA CORPORATION,92,92,100,599
PSEMI CORPORATION,93,92,98,510
TATA CONSULTANCY SERVICES LIMITED,92,90,97,678
HUBBELL INCORPORATED,91,90,98,562
SOUTHWEST PETROLEUM UNIVERSITY,97,90,92,334
ZHEJIANG LAB,97,90,92,365
HTC CORPORATION,90,88,97,595
"UBER TECHNOLOGIES, INC.",100,88,88,554
"TS TECH CO., LTD.",94,87,92,522
AUTOLIV DEVELOPMENT AB,88,87,98,610
ACUSHNET COMPANY,93,87,93,578
"COMMVAULT SYSTEMS, INC.",94,87,92,585
BMIC LLC,89,87,97,416
MERCEDES-BENZ GROUP AG,89,87,97,451
AUDI AG,90,86,95,670
LG DISPLAY CO.LTD.,87,86,98,399
"REGENERON PHARMACEUTICALS, INC.",101,86,85,530
ASM IP HOLDING B.V.,88,86,97,599
HL MANDO CORPORATION,87,86,98,687
"DROPBOX, INC.",88,86,97,523
"BEIJING BOE DISPLAY TECHNOLOGY CO., LTD.",89,85,95,618
"CITIBANK, N.A.",85,85,100,255
VITESCO TECHNOLOGIES GMBH,87,85,97,584
APTIV TECHNOLOGIES LIMITED,96,84,87,456
SHARKNINJA OPERATING LLC,84,84,100,471
"SERVICENOW, INC.",87,84,96,563
ECOLAB USA INC.,84,84,100,613
APTIV TECHNOLOGIES AG,83,83,100,734
"HAND HELD PRODUCTS, INC.",84,83,98,546
COREPHOTONICS LTD.,83,83,100,365
JVC KENWOOD CORPORATION,89,83,93,629
"SK ON CO., LTD.",85,83,97,466
"SHANGHAI TIANMA MICRO-ELECTRONICS CO., LTD.",86,83,96,514
EMC IP HOLDING COMPANY LLC,83,83,100,556
STMICROELECTRONICS INTERNATIONAL N.V.,83,82,98,561
SIEMENS ENERGY GLOBAL GMBH & CO. KG,99,82,82,645
"UIPCO, LLC",82,82,100,526
THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,111,82,73,590
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,103,81,78,552
"PLUSAI, INC.",81,81,100,411
AIRBUS OPERATIONS (S.A.S.),88,81,92,644
WINBOND ELECTRONICS CORP.,82,81,98,618
LAM RESEARCH CORPORATION,87,80,91,653
CENTURYLINK INTELLECTUAL PROPERTY LLC,87,80,91,424
INFINEON TECHNOLOGIES AUSTRIA AG,85,80,94,649
HELLA GMBH & CO. KGAA,84,79,94,554
CORNING RESEARCH & DEVELOPMENT CORPORATION,93,79,84,576
BLACK & DECKER INC.,89,79,88,638
"LX SEMICON CO., LTD",80,79,98,544
AVAGO TECHNOLOGIES INTERNATIONAL SALES PTE. LIMITED,79,78,98,630
"CASIO COMPUTER CO., LTD.",84,78,92,614
VOLKSWAGEN AKTIENGESELLSCHAFT,84,78,92,640
AIRBUS OPERATIONS GMBH,80,78,97,682
BLACKBERRY LIMITED,78,78,100,496
YAMAHA HATSUDOKI KABUSHIKI KAISHA,79,77,97,627
"VMWARE, LLC",124,77,62,713
SHIMADZU CORPORATION,85,77,90,744
BETA AIR LLC,86,77,89,498
NIKON CORPORATION,113,77,68,572
"TAIYO YUDEN CO., LTD.",77,77,100,604
PRINCE MOHAMMAD BIN FAHD UNIVERSITY,77,77,100,224
CARRIER CORPORATION,91,77,84,655
HITACHI HIGH-TECH CORPORATION,80,77,96,745
"ARISTOCRAT TECHNOLOGIES, INC.",78,77,98,540
MARATHON PETROLEUM COMPANY LP,76,76,100,327
"TOYOTA RESEARCH INSTITUTE, INC.",78,76,97,723
SONY INTERACTIVE ENTERTAINMENT LLC,78,76,97,606
KARSTEN MANUFACTURING CORPORATION,78,76,97,632
"VIASAT, INC.",75,75,100,536
X DEVELOPMENT LLC,102,75,73,493
"B/E AEROSPACE, INC.",78,75,96,694
LENOVO (BEIJING) LIMITED,75,75,100,688
SAS INSTITUTE INC.,75,75,100,251
"SEOUL VIOSYS CO., LTD.",75,75,100,495
VOLVO CAR CORPORATION,77,74,96,624
BOSE CORPORATION,76,74,97,597
KAWASAKI JUKOGYO KABUSHIKI KAISHA,78,74,94,611
"SYNOPSYS, INC.",74,74,100,630
NCHAIN LICENSING AG,79,74,93,593
NETAPP INC.,74,74,100,577
"AAC MICROTECH (CHANGZHOU) CO., LTD.",76,74,97,682
"BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",95,73,76,570
"GREE, INC.",89,73,82,537
"HON HAI PRECISION INDUSTRY CO., LTD.",81,73,90,718
"SALESFORCE.COM, INC.",78,73,93,572
CALIFORNIA INSTITUTE OF TECHNOLOGY,85,73,85,599
"B1 INSTITUTE OF IMAGE TECHNOLOGY, INC.",72,72,100,276
"NINTENDO CO., LTD.",74,72,97,563
ANALOG DEVICES INTERNATIONAL UNLIMITED COMPANY,76,72,94,640
"NXP USA, INC.",72,72,100,625
"THE GOVERNMENT OF THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY OF HOMELAND SECURITY",74,72,97,355
"ROCKWELL COLLINS, INC.",74,72,97,657
ALCON INC.,77,72,93,603
"CAREFUSION 303, INC.",72,72,100,543
"NTT DOCOMO, INC.",120,72,60,808
IMMATICS BIOTECHNOLOGIES GMBH,86,71,82,464
INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,82,71,86,564
"ADVANCED SEMICONDUCTOR ENGINEERING, INC.",71,71,100,674
KLA CORPORATION,71,71,100,615
"LENOVO (SINGAPORE) PTE, LTD.",75,71,94,597
"MAGNA MIRRORS OF AMERICA, INC.",71,71,100,434
PRIMAX ELECTRONICS LTD.,81,71,87,412
DEKA PRODUCTS LIMITED PARTNERSHIP,75,71,94,523
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,73,71,97,640
BRIGHT DATA LTD.,71,71,100,572
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,79,71,89,655
RENESAS ELECTRONICS CORPORATION,84,71,84,644
CYPRESS SEMICONDUCTOR CORPORATION,70,70,100,576
COVIDIEN  LP,84,69,82,633
E INK CORPORATION,71,69,97,452
CANON MEDICAL SYSTEMS CORPORATION,74,69,93,699
TEXTRON INNOVATIONS INC.,70,69,98,574
FANUC CORPORATION,83,68,81,599
"STARKEY LABORATORIES, INC.",70,68,97,635
"AURORA OPERATIONS, INC.",69,68,98,528
SYNAPTICS INCORPORATED,69,68,98,542
"DISNEY ENTERPRISES, INC.",68,68,100,627
"TOYODA GOSEI CO., LTD.",86,68,79,520
DR. ING. H.C.F. PORSCHE AKTIENGESELLSCHAFT,68,67,98,642
"HUNAN BRUNP RECYCLING TECHNOLOGY CO., LTD.",71,67,94,327
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,84,67,79,633
SHIMANO INC.,67,67,100,530
"GUANGDONG BRUNP RECYCLING TECHNOLOGY CO., LTD.",71,67,94,327
BOSTON SCIENTIFIC SCIMED INC.,72,67,93,697
"BOSTON SCIENTIFIC SCIMED, INC.",68,67,98,628
SOLAREDGE TECHNOLOGIES LTD.,69,67,97,521
"CITRIX SYSTEMS, INC.",110,67,60,579
WACOM CO. LTD.,70,67,95,527
"SUMITOMO ELECTRIC INDUSTRIES, LTD.",77,66,85,594
JIANGSU UNIVERSITY,74,66,89,445
EVONIK OPERATIONS GMBH,76,66,86,511
OLYMPUS CORPORATION,76,66,86,694
"GILEAD SCIENCES, INC.",85,66,77,532
ATLASSIAN PTY LTD,67,66,98,548
"META PLATFORMS, INC.",241,66,27,531
STMICROELECTRONICS (ROUSSET) SAS,66,65,98,607
"TCL CHINA STAR OPTOELECTRONICS TECHNOLOGY CO., LTD.",67,65,97,516
"ILLUMINA, INC.",66,65,98,540
DOW GLOBAL TECHNOLOGIES LLC,74,65,87,642
HILTI AKTIENGESELLSCHAFT,71,65,91,632
BLACKPIN INC.,66,65,98,306
"NANT HOLDINGS IP, LLC",66,65,98,412
"RUBRIK, INC.",65,65,100,640
"SCREEN HOLDINGS CO., LTD.",73,65,89,646
SIEMENS GAMESA RENEWABLE ENERGY A/S,81,65,80,673
SOUTHEAST UNIVERSITY,67,65,97,426
"MIDEA GROUP CO., LTD.",69,65,94,683
UNIVERSITY OF SOUTH FLORIDA,70,65,92,560
CISCO TECHNOLOGY INC.,64,64,100,435
OPEN TEXT SA ULC,64,64,100,510
TSINGHUA UNIVERSITY,77,64,83,512
"WELLS FARGO BANK, NA",65,64,98,577
SHANDONG UNIVERSITY,67,63,94,433
"EXPRESS SCRIPTS STRATEGIC DEVELOPMENT, INC.",64,63,98,451
"KOITO MANUFACTURING CO., LTD.",64,63,98,598
"BJ ENERGY SOLUTIONS, LLC",63,63,100,275
ACCENTURE GLOBAL SOLUTIONS LIMITED,63,63,100,642
JFE STEEL CORPORATION,64,63,98,674
MEDIATEK SINGAPORE PTE. LTD.,70,62,88,635
L'OREAL,70,62,88,676
"SAMSUNG SDI CO., LTD.",67,62,92,590
THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,62,62,100,570
"NGK INSULATORS, LTD.",84,62,73,663
MICROCHIP TECHNOLOGY INCORPORATED,64,62,96,603
TYCO FIRE & SECURITY GMBH,61,61,100,631
"WORLDPAY, LLC",62,61,98,511
"SK INNOVATION CO., LTD.",63,61,96,531
MINEBEA MITSUMI INC.,69,61,88,569
"GOVERNMENT OF THE UNITED STATES, AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE",70,61,87,540
QUANTA COMPUTER INC.,64,61,95,656
"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P",87,61,70,539
"ALLEGRO MICROSYSTEMS, LLC",62,61,98,606
"NUCURRENT, INC.",68,61,89,485
GUANGDONG UNIVERSITY OF TECHNOLOGY,61,60,98,263
"10X GENOMICS, INC.",76,60,78,406
ROLLS-ROYCE CORPORATION,62,60,96,480
AGC INC.,73,60,82,580
BASF SE,82,59,71,632
"YANTAI JEREH PETROLEUM EQUIPMENT & TECHNOLOGIES CO., LTD.",61,59,96,555
"KIMBERLY-CLARK WORLDWIDE, INC.",64,59,92,508
"SEMINIS VEGETABLE SEEDS, INC.",62,59,95,512
"AT&T INTELLECTUAL PROPERTY I,L.P.",159,59,37,604
"MICRON TECHNOLOGY ,INC.",59,59,100,617
"NUTANIX, INC.",60,59,98,658
FISHER & PAYKEL HEALTHCARE LIMITED,60,59,98,528
KOKUSAI ELECTRIC CORPORATION,61,59,96,593
JIANGNAN UNIVERSITY,62,58,93,417
EXXONMOBIL TECHNOLOGY AND ENGINEERING COMPANY,67,58,86,595
MOTIONAL AD LLC,74,58,78,561
"SMITH & NEPHEW, INC.",62,58,93,572
"BLUEOWL, LLC",58,58,100,496
